Index,Year,Country,UNIT,Indicator,Value
,2012,France,"Current prices, million euro",Compensation of employees,"1,092,356.00"
,2012,France,"Current prices, million euro",Wages and salaries,"800,407.00"
,2012,France,"Current prices, million euro",Employers' social contributions,"291,949.00"
,2012,France,"Current prices, million euro","Operating surplus and mixed income, gross","718,004.00"
,2012,France,"Current prices, million euro",Taxes on production and imports less subsidies,"276,569.00"
,2012,France,"Current prices, million euro",Taxes on production and imports,"321,719.00"
,2012,France,"Current prices, million euro",Subsidies,"45,150.00"
,2012,France,"Current prices, million euro",Taxes less subsidies on products,"213,479.00"
,2012,France,"Current prices, million euro",Taxes on products,"230,251.00"
,2012,France,"Current prices, million euro",Subsidies on products,"16,772.00"
,2012,France,"Current prices, million euro",Statistical discrepancy (production approach),0
,2012,France,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2012,France,"Current prices, million euro",Statistical discrepancy (income approach),0
,2012,France,"Current prices, million euro",Final consumption expenditure and gross capital formation,"2,131,939.00"
,2012,France,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","2,727,169.00"
,2012,Croatia,"Current prices, million euro",Gross domestic product at market prices,"43,996.10"
,2012,Croatia,"Current prices, million euro","Value added, gross","37,460.50"
,2012,Croatia,"Current prices, million euro",Final consumption expenditure,"35,340.80"
,2012,Croatia,"Current prices, million euro",Final consumption expenditure of general government,"8,910.10"
,2012,Croatia,"Current prices, million euro",Individual consumption expenditure of general government,"4,440.50"
,2012,Croatia,"Current prices, million euro",Collective consumption expenditure of general government,"4,469.60"
,2012,Croatia,"Current prices, million euro",Household and NPISH final consumption expenditure,"26,430.70"
,2012,Croatia,"Current prices, million euro",Final consumption expenditure of households,"26,007.80"
,2012,Croatia,"Current prices, million euro",Final consumption expenditure of NPISH,422.9
,2012,Croatia,"Current prices, million euro",Actual individual consumption,"30,871.30"
,2012,Croatia,"Current prices, million euro",Gross capital formation,"8,447.30"
,2012,Croatia,"Current prices, million euro",Gross fixed capital formation,"8,617.70"
,2012,Croatia,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,-170.4
,2012,Croatia,"Current prices, million euro",Changes in inventories,-170.4
,2012,Croatia,"Current prices, million euro",Acquisitions less disposals of valuables,:
,2012,Croatia,"Current prices, million euro",Exports of goods and services,"18,265.20"
,2012,Croatia,"Current prices, million euro",Exports of goods,"8,669.00"
,2012,Croatia,"Current prices, million euro",Exports of services,"9,596.10"
,2012,Croatia,"Current prices, million euro",Imports of goods and services,"18,057.30"
,2012,Croatia,"Current prices, million euro",Imports of goods,"14,961.70"
,2012,Croatia,"Current prices, million euro",Imports of services,"3,095.60"
,2012,Croatia,"Current prices, million euro",External balance of goods and services,207.9
,2012,Croatia,"Current prices, million euro",External balance - Goods,"-6,292.60"
,2012,Croatia,"Current prices, million euro",External balance - Services,"6,500.50"
,2012,Croatia,"Current prices, million euro",Compensation of employees,"20,875.50"
,2012,Croatia,"Current prices, million euro",Wages and salaries,"18,068.50"
,2012,Croatia,"Current prices, million euro",Employers' social contributions,"2,807.00"
,2012,Croatia,"Current prices, million euro","Operating surplus and mixed income, gross","16,112.20"
,2012,Croatia,"Current prices, million euro",Taxes on production and imports less subsidies,"7,008.40"
,2012,Croatia,"Current prices, million euro",Taxes on production and imports,"7,962.50"
,2012,Croatia,"Current prices, million euro",Subsidies,954.2
,2012,Croatia,"Current prices, million euro",Taxes less subsidies on products,"6,535.60"
,2012,Croatia,"Current prices, million euro",Taxes on products,"7,489.80"
,2012,Croatia,"Current prices, million euro",Subsidies on products,954.2
,2012,Croatia,"Current prices, million euro",Statistical discrepancy (production approach),0
,2012,Croatia,"Current prices, million euro",Statistical discrepancy (expenditure approach),:
,2012,Croatia,"Current prices, million euro",Statistical discrepancy (income approach),0
,2012,Croatia,"Current prices, million euro",Final consumption expenditure and gross capital formation,"43,788.20"
,2012,Croatia,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","62,053.30"
,2012,Italy,"Current prices, million euro",Gross domestic product at market prices,"1,613,265.00"
,2012,Italy,"Current prices, million euro","Value added, gross","1,448,021.00"
,2012,Italy,"Current prices, million euro",Final consumption expenditure,"1,309,173.00"
,2012,Italy,"Current prices, million euro",Final consumption expenditure of general government,"315,448.00"
,2012,Italy,"Current prices, million euro",Individual consumption expenditure of general government,"184,324.00"
,2012,Italy,"Current prices, million euro",Collective consumption expenditure of general government,"131,124.00"
,2012,Italy,"Current prices, million euro",Household and NPISH final consumption expenditure,"993,725.00"
,2012,Italy,"Current prices, million euro",Final consumption expenditure of households,"985,066.60"
,2012,Italy,"Current prices, million euro",Final consumption expenditure of NPISH,"8,658.40"
,2012,Italy,"Current prices, million euro",Actual individual consumption,"1,178,049.00"
,2012,Italy,"Current prices, million euro",Gross capital formation,"288,155.30"
,2012,Italy,"Current prices, million euro",Gross fixed capital formation,"296,165.70"
,2012,Italy,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"-8,010.40"
,2012,Italy,"Current prices, million euro",Changes in inventories,"-10,642.40"
,2012,Italy,"Current prices, million euro",Acquisitions less disposals of valuables,"2,632.00"
,2012,Italy,"Current prices, million euro",Exports of goods and services,"461,173.80"
,2012,Italy,"Current prices, million euro",Exports of goods,"377,406.80"
,2012,Italy,"Current prices, million euro",Exports of services,"83,767.00"
,2012,Italy,"Current prices, million euro",Imports of goods and services,"445,237.20"
,2012,Italy,"Current prices, million euro",Imports of goods,"360,579.00"
,2012,Italy,"Current prices, million euro",Imports of services,"84,658.20"
,2012,Italy,"Current prices, million euro",External balance of goods and services,"15,936.60"
,2012,Italy,"Current prices, million euro",External balance - Goods,"16,827.80"
,2012,Italy,"Current prices, million euro",External balance - Services,-891.2
,2012,Italy,"Current prices, million euro",Compensation of employees,"643,065.70"
,2012,Italy,"Current prices, million euro",Wages and salaries,"468,152.30"
,2012,Italy,"Current prices, million euro",Employers' social contributions,"174,913.40"
,2012,Italy,"Current prices, million euro","Operating surplus and mixed income, gross","752,344.20"
,2012,Italy,"Current prices, million euro",Taxes on production and imports less subsidies,"217,855.10"
,2012,Italy,"Current prices, million euro",Taxes on production and imports,"248,829.90"
,2012,Italy,"Current prices, million euro",Subsidies,"30,974.80"
,2012,Italy,"Current prices, million euro",Taxes less subsidies on products,"165,244.00"
,2012,Italy,"Current prices, million euro",Taxes on products,"186,232.00"
,2012,Italy,"Current prices, million euro",Subsidies on products,"20,988.00"
,2012,Italy,"Current prices, million euro",Statistical discrepancy (production approach),0
,2012,Italy,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2012,Italy,"Current prices, million euro",Statistical discrepancy (income approach),0
,2012,Italy,"Current prices, million euro",Final consumption expenditure and gross capital formation,"1,597,328.30"
,2012,Italy,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","2,058,502.10"
,2012,Cyprus,"Current prices, million euro",Gross domestic product at market prices,"19,489.70"
,2012,Cyprus,"Current prices, million euro","Value added, gross","17,288.30"
,2012,Cyprus,"Current prices, million euro",Final consumption expenditure,"16,646.80"
,2012,Cyprus,"Current prices, million euro",Final consumption expenditure of general government,"3,672.80"
,2012,Cyprus,"Current prices, million euro",Individual consumption expenditure of general government,"1,550.10"
,2012,Cyprus,"Current prices, million euro",Collective consumption expenditure of general government,"2,122.70"
,2012,Cyprus,"Current prices, million euro",Household and NPISH final consumption expenditure,"12,974.00"
,2012,Cyprus,"Current prices, million euro",Final consumption expenditure of households,"12,806.60"
,2012,Cyprus,"Current prices, million euro",Final consumption expenditure of NPISH,167.4
,2012,Cyprus,"Current prices, million euro",Actual individual consumption,"14,524.10"
,2012,Cyprus,"Current prices, million euro",Gross capital formation,"3,131.70"
,2012,Cyprus,"Current prices, million euro",Gross fixed capital formation,"2,935.50"
,2012,Cyprus,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,196.2
,2012,Cyprus,"Current prices, million euro",Changes in inventories,163.1
,2012,Cyprus,"Current prices, million euro",Acquisitions less disposals of valuables,33.1
,2012,Cyprus,"Current prices, million euro",Exports of goods and services,"10,416.10"
